id,imdb_id,title,original_title,overview,tagline,status,runtime,release_date,budget,revenue,popularity,vote_average,vote_count,genres,production_companies,production_countries,spoken_languages,homepage,adult,original_language,belongs_to_collection,poster_path,backdrop_path
437113,tt0455140,Khooni Panja,Khooni Panja,Seema is murdered by her husband and her hand dismembered. This hand proceeds to capture the body of Pinky and systematically kills her entire in-law family in order to extract revenge on her husband who is killed by his brother Ajay.,,Released,130,01/01/1991,100000,500000,0.5209,5,2,Horror,Talwar International,India,Hindi,,FALSE,hi,,/lQtHAuqrVoZU6QgMiOm6mRarl7N.jpg,/btzpSWqW32ZJF0S7BZQ4PBpp0ST.jpg
437297,tt5991410,"Lord, Give Me Patience","Seֳ±or, dame paciencia",An ultraconservative family father must spend a weekend with his dysfunctional children for the burial of his wife.,,Released,91,6/16/2017,4600000,7315040,0.8646,6.304,196,Comedy,"DLO Producciones, Atresmedia, Canal Sur, Maestranza Films",Spain,Spanish,,FALSE,es,,/c0UfnzFW7Vk7qX2rYij2G5ahB1z.jpg,/amdSzkMAsLa6Qg0UyIWh2m3Cl3U.jpg
437342,tt5672290,The First Omen,The First Omen,"When a young American woman is sent to Rome to begin a life of service to the church, she encounters a darkness that causes her to question her own faith and uncovers a terrifying conspiracy that hopes to bring about the birth of evil incarnate.",Create something to fear.,Released,119,04/03/2024,30000000,53992802,15.245,6.86,1067,Horror,"Phantom Four, 20th Century Studios",United States of America,"English, Italian",https://www.20thcenturystudios.com/movies/the-first-omen,FALSE,en,The Omen Collection,/tnsDyNNkOxYUyjD8CNJoAla6YvY.jpg,/tkHQ7tnYYUEnqlrKuhufIsSVToU.jpg
437543,tt6466464,The Monkey King 3,ט¥¿ז¸¸ט®°ֲ·ו¥³ו„¿ו›½,"The third installment of the blockbuster fantasy series sees the return of the Monkey King in his most action-packed adventure yet! While continuing their epic journey to the West, the Monkey King and his companions are taken captive by the Queen of an all-female land, who believes them to be part of an ancient prophecy heralding the fall of her kingdom. With a lot of sorcery and a little bit of charm, the travelers devise a plan to escape. But when their trickery angers the mighty River God, they realize they might just bring about the foretold destruction - unless they can find a way to quell her wrath.",Kingdom of Women,Released,114,2/16/2018,87000000,115089944,3.3793,5.5,49,"Adventure, Fantasy, Action, Family","Filmko Films Production Limited, Filmko Pictures, China Film Group Corporation, Huaxia Film Distribution, Sparkle Roll Media","China, Hong Kong",Mandarin,http://www.wellgousa.com/theatrical/the-monkey-king-3,FALSE,zh,The Monkey King Collection,/zMYnxPIkUVaRIuTpS77B8hLGkBB.jpg,/nt4Xh3kig4Aph5ggRCCoZtSUNJB.jpg
437557,tt2531344,Blockers,Blockers,"When three parents discover that each of their daughters have a pact to lose their virginity at prom, they launch a covert one-night operation to stop the teens from sealing the deal.",Teens out to have fun. Parents out to stop it.,Released,102,3/14/2018,21000000,94017294,3.8651,6.303,2018,Comedy,"Hurwitz & Schlossberg Productions, Good Universe, DMG Entertainment, Point Grey Pictures, Universal Pictures, dentsu","China, Japan, United States of America",English,https://www.uphe.com/movies/blockers,FALSE,en,,/uvlUQXg0AlpGzKukO11K7QtW3Yu.jpg,/bStCGzVYFrKxtOyThKkqgI8gjgE.jpg
437583,tt6164502,November,November,"In a poor Estonian village, a group of peasants use magic and folk remedies to survive the winter, and a young woman tries to get a young man to love her.",,Released,115,02/03/2017,1550000,19084,1.9121,7.113,155,"Drama, Fantasy, Romance, Horror","Homeless Bob Production, PRPL, Opus Film, Oscilloscope","Estonia, Poland, Netherlands","German, Estonian, Italian",http://www.homelessbob.ee/movies/rehepapp/,FALSE,et,,/yMqtCSzSAB9Aiw8yiuUKBoxEeAm.jpg,/ueVnDMPdDDtAAjS8XniAiZkXes9.jpg
437586,tt5613484,mid90s,mid90s,"In 1990s Los Angeles, a 13-year-old spends his summer navigating between a troubled home life and a crew of new friends he meets at a skate shop.",fall. get back up.,Released,86,10/19/2018,1700000,9303022,6.3681,7.49,1643,"Drama, Comedy","A24, Waypoint Entertainment",United States of America,English,http://mid90s.movie,FALSE,en,,/9Tw0Y3DK5kGIU9X1yw3Q9gCkOlb.jpg,/BOeORWljjIPGuCwUgLls24ctF3.jpg
437941,tt6278008,The Bolshoi,׀‘׀¾׀»ׁׁˆ׀¾׀¹,"Young and extremely talented dancer Yulya Olshanskaya from a small mining town draws a ג€happy ticketג€: she is noticed by a former ballet dancer Pototsky and he promises her a future of great ballerina, worthy of the main stage of the country. However, in order to become a diamond, anyone, even the most outstanding brilliant, needs to be cut, and the way to the legendary stage of The Bolshoi Theatre for Yulya lies through the walls of the ballet school, where the more capricious teacher Galina Mikhailovna Beletskaya takes custody of the rebellious provincial.  Turning into a prima will require incredible self-denial, and Yulya herself will have to make sure that the big ballet is not only the whiteness of the packs, the gold of the boxes and the slip of silk ribbons. But no obstacles will stop the one who has the big dream.",,Released,132,12/21/2016,6411831,4029886,0.9753,6.5,49,Drama,"Marmot Film, Valery Todorovsky Production Company, Telekanal Rossiya",Russia,Russian,,FALSE,ru,,/osnDjnyC0VehQS5ao8AeYKcl1Ou.jpg,/wSUWnd1usEeSOHIF9MINjsajhh8.jpg
437962,tt6327400,"52Hz, I Love You",52טµ«ו…¹ן¼זˆ‘חˆ±ה½ ,"'Cape No. 7' director Wei Te-Sheng returns to his melodic roots with Taiwan's first musical, '52Hz, I Love You.'",,Released,109,1/26/2017,2650000,1500000,0.5331,5,9,"Comedy, Music, Romance",Vie Vision Pictures,Taiwan,Mandarin,,FALSE,zh,,/dpOAp4j96awulZ9uYyXNAH18P2E.jpg,/7jGA0MXeIjvdY7pnojr7mveT3xs.jpg
438148,tt5113044,Minions: The Rise of Gru,Minions: The Rise of Gru,"A fanboy of a supervillain supergroup known as the Vicious 6, Gru hatches a plan to become evil enough to join them, with the backup of his followers, the Minions.",A villain will rise.,Released,87,6/29/2022,85000000,940203765,18.3609,7.3,3718,"Animation, Comedy, Family, Adventure","Universal Pictures, Illumination",United States of America,English,https://www.minionsmovie.com/,FALSE,en,Minions Collection,/wKiOkZTN9lUUUNZLmtnwubZYONg.jpg,/9dfHalOBi4fj2GY2YW9H7IuyaXC.jpg
438457,tt4400994,The Ballad of Lefty Brown,The Ballad of Lefty Brown,"Aging sidekick Lefty Brown has ridden with Eddie Johnson his entire life. But when a rustler kills Eddie, Lefty is forced from his partnerג€™s shadow and must confront the ugly realities of frontier justice.",He never wanted to be the hero,Released,105,12/15/2017,8000000,7856,2.4223,6.242,180,Western,"Higher Content, Om Films, Armian Pictures, Rival Pictures",United States of America,English,http://leftybrownmovie.com,FALSE,en,,/p4L5DM3ZeEuAawFxd2ftgISQMZQ.jpg,/1BNnnrwOPRAJER3tzAKU659cpYY.jpg
438631,tt1160419,Dune,Dune,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",It begins.,Released,155,9/15/2021,165000000,407573628,24.531,7.782,13457,"Science Fiction, Adventure",Legendary Pictures,United States of America,"Mandarin, English",https://www.dunemovie.com/,FALSE,en,Dune Collection,/d5NXSklXo0qyIYkgV94XAgMIckC.jpg,/h3HsfV8Kn9Sz2QWUYYdP5ya23hx.jpg
438650,tt5719748,Cold Pursuit,Cold Pursuit,"The quiet family life of Nels Coxman, a snowplow driver, is upended after his son's murder. Nels begins a vengeful hunt for Viking, the drug lord he holds responsible for the killing, eliminating Viking's associates one by one. As Nels draws closer to Viking, his actions bring even more unexpected and violent consequences, as he proves that revenge is all in the execution.",Meet Nels Coxman. Citizen of the Year.,Released,119,02/07/2019,60000000,76419755,7.7807,5.8,2632,"Action, Crime, Thriller, Comedy, Drama","StudioCanal, Paradox Produksjon, MAS Productions, Summit Entertainment, Disappearance, Canal+, Cinֳ©+","Canada, France, Norway, United Kingdom, United States of America",English,https://coldpursuit.movie,FALSE,en,Cold Pursuit Collection,/5RILVnOchQyL1LbcVzmabipdJfc.jpg,/aiM3XxYE2JvW1vJ4AC6cI1RjAoT.jpg
438674,tt6491178,Dragged Across Concrete,Dragged Across Concrete,"Two policemen, one an old-timer, the other his volatile younger partner, find themselves suspended when a video of their strong-arm tactics becomes the media's cause du jour. Low on cash and with no other options, these two embittered soldiers descend into the criminal underworld to gain their just due, but instead find far more than they wanted awaiting them in the shadows.",Those who can't earn a living must find another way to provide,Released,158,2/21/2019,15000000,660132,6.9516,6.595,1022,"Crime, Action, Thriller","Cinestate, Look to the Sky Films, Unified Pictures, Realmbuilders Productions, The Fyzz, Endeavor Content, Summit Entertainment","Canada, United Kingdom, United States of America","English, Spanish",,FALSE,en,,/dQ9EkVyPYJNVCfP5jWXRe4faUFA.jpg,/3A1DuYh9aXicQPyTZlVixAncvff.jpg
438689,tt6494418,Siberia,Siberia,"Lucas, a diamond trader who travels to Saint Petersburg to arrange a sale, discovers that his Russian business partner has left his hotel and gone to a small Siberian village, so Lucas also heads there to try find him.",This was not the plan.,Released,105,7/13/2018,2000000,2006704,4.7126,4.719,579,"Crime, Romance, Thriller","Buffalo Gal Pictures, Summerstorm Entertainment, Company Films, Lionsgate","Germany, Canada, United States of America","English, Afrikaans, German, Russian",https://www.siberiamovie.com/,FALSE,en,,/eGfIsvdrUhTlQOkxQIELU7obDYj.jpg,/rp6aXM2EWkaUdq6zbSlhUOY2869.jpg
438695,tt6467266,Sing 2,Sing 2,"Buster and his new cast now have their sights set on debuting a new show at the Crystal Tower Theater in glamorous Redshore City. But with no connections, he and his singers must sneak into the Crystal Entertainment offices, run by the ruthless wolf mogul Jimmy Crystal, where the gang pitches the ridiculous idea of casting the lion rock legend Clay Calloway in their show. Buster must embark on a quest to find the now-isolated Clay and persuade him to return to the stage.",Where will your dreams take you?,Released,109,12/01/2021,85000000,408402685,18.4787,7.849,4500,"Animation, Family, Music, Comedy","Universal Pictures, Illumination",United States of America,English,https://www.illumination.com/movie/sing-2/,FALSE,en,Sing Collection,/aWeKITRFbbwY8txG5uCj4rMCfSP.jpg,/ztiFxuG0gC6wQ8y7JZFYbCQyN4Y.jpg
438731,tt6878378,Vivegam,א®µא®¿א®µא¯‡א®•א®®א¯,"A group of counter-terrorism agents are brought in to track down a man who was once the head of their squad, and is believed to have gone rogue.",Believe in yourself,Released,149,8/24/2017,18400000,20000000,1.2015,4.9,53,"Action, Thriller",Sathya Jyothi Films,India,Tamil,,FALSE,ta,,/o31Fh66VeAmLWQ3HNObzTjbrWMH.jpg,/wifKyu00T96OPbD0lsvoke8WTqX.jpg
438740,tt6537238,Salyut-7,׀¡׀°׀»ׁׁ‚-7,"USSR, June 1985. After contact with the Salyut 7 space station is lost, cosmonauts Vladimir Dzhanibekov and Viktor Savinykh dock with the empty, frozen craft, and bring her back to life. Based on actual events.",,Released,106,9/22/2017,15000000,13767037,2.7265,7.094,466,"Action, Drama, Adventure","Vita Aktiva, CTB Film Company, Lemon Films Studio, Globus-film",Russia,Russian,,FALSE,ru,,/s2ktgF2ze4aVt9bXBUvxFJllqyd.jpg,/ixSWXuavLZsAedVDM2ntEV8LJ2J.jpg
438776,tt6441310,Take 2,י‡ט§ט´µה÷÷,The story of four ex-cons struggling to reintegrate into society ג€“ Tiger is a former gangster who took the rap for his boss Blackie; Mad Dog is a serial criminal who has apparently been convicted of every single offence in the Penal Code except for 'unnatural sex'; Panther was betrayed by his partner during a robbery attempt; while Jian Ren was a soon-to-be groom convicted of sex with an underage prostitute during his bachelor's night party.,,Released,108,1/26/2017,859484,1360851,0.8633,4.5,2,Comedy,"MM2 Entertainment, J Team Productions",Singapore,Mandarin,http://www.mm2entertainment.com/workdetails.php?id=129,FALSE,zh,,/ogXH8jIDwHKfkHKUaxhHEEkACef.jpg,/bAZAIM2VbsTiZgqlqQiIOrfpHxK.jpg
438799,tt4530422,Overlord,Overlord,"France, June 1944. On the eve of D-Day, some American paratroopers fall behind enemy lines after their aircraft crashes while on a mission to destroy a radio tower in a small village near the beaches of Normandy. After reaching their target, the surviving paratroopers realise that, in addition to fighting the Nazi troops that patrol the village, they also must fight against something else.",Stop the unstoppable.,Released,110,11/01/2018,38000000,41657844,8.1909,6.7,2916,"Horror, War, Science Fiction","Bad Robot, Paramount Pictures",United States of America,"English, French, German, Russian",http://www.overlordmovie.com,FALSE,en,,/l76Rgp32z2UxjULApxGXAPpYdAP.jpg,/sHNC8hjAu4ZKXYhG3cp8ghRZ02B.jpg
438808,tt4537896,White Boy Rick,White Boy Rick,"The story of Richard Wershe Jr., a teenager who became an undercover informant for the police during the 1980s, and was ultimately arrested for drug trafficking and sentenced to life in prison.","In 1980s Detroit, Ricky Wersche Jr. was a street hustler, FBI informant and drug kingpinג€”all before he turned 16.",Released,111,9/14/2018,29000000,26000000,6.6063,6.352,1109,"Crime, Drama","Studio 8, Protozoa Pictures, LBI Productions, Columbia Pictures, Le Grisbi Productions",United States of America,English,,FALSE,en,,/tIyqAObXHVHpJmbpun95d5iYlMx.jpg,/4Y0eLVkUwThX9pt1uqVoWoCtvcl.jpg
439000,tt6207956,Blockage,״³״¯ …״¹״¨״±,"Qasem is a roadblock employee at the municipality, trying to improve his life while facing problems with his wife Narges.",,Released,81,02/03/2017,10000,10000,0.2531,5.9,11,Drama,,Iran,Persian,,FALSE,fa,,/oQCTGaJhS9JF9ooNezsbHvzYg3q.jpg,/o70VvGr3m9EcFEnH3lLJL2Tb2SS.jpg
439015,tt5690360,Slender Man,Slender Man,"In a small town in Massachusetts, four high school girls perform a ritual in an attempt to debunk the lore of Slender Man. When one of the girls goes mysteriously missing, they begin to suspect that she is, in fact, his latest victim.",Can you see him?,Released,93,5/17/2018,10000000,11817275,2.6802,4.291,2037,"Horror, Mystery, Thriller","Madhouse Entertainment, Mythology Entertainment, Screen Gems",United States of America,English,https://www.slenderman.movie,FALSE,en,,/huSncs4RyvQDBmHjBBYHSBYJbSJ.jpg,/L0HJ1LQD6a32L7ymcqetJQjLyC.jpg
439079,tt5814060,The Nun,The Nun,A priest with a haunted past and a novice on the threshold of her final vows are sent by the Vatican to investigate the death of a young nun in Romania and confront a malevolent force in the form of a demonic nun.,Pray for forgiveness,Released,96,09/05/2018,22000000,366082797,13.9323,5.895,6775,Horror,"New Line Cinema, Atomic Monster, The Safran Company",United States of America,"Latin, French, English, Mandarin, Romanian",http://www.thenunmovie.com/,FALSE,en,The Nun Collection,/sFC1ElvoKGdHJIWRpNB3xWJ9lJA.jpg,/cMnVmutb5mVgIBeiMOncAbwNjvG.jpg
439134,tt8967900,No. 17 Soheila,No. 17 Soheila,"A movie about a girl who tries to get married, Because she afraid for future when she can not become pregnant.",No. 17 Soheila,Released,90,02/04/2017,10000,10000,0.1246,0,0,"Drama, Family",,Iran,Persian,https://fa.wikipedia.org/wiki/״´…״§״±‡_±·_״³‡„״§,FALSE,fa,,/8wPv0PZ6IXtqKzj43MtO23S2WKp.jpg,
439154,tt5348236,The Midwife,Sage femme,"Claire is a midwife and has devoted her life to others. At a moment when she is preoccupied by the imminent closure of the maternity clinic where she works, her life is further turned upside down when Bֳ©atrice, her father's former mistress, turns up on the scene. Bֳ©atrice is a capricious and selfish woman, Claire's exact opposite.",,Released,117,3/22/2017,7000000,7286136,1.5117,6.099,141,Drama,"France 3 Cinֳ©ma, Curiosa Films","Belgium, France",French,,FALSE,fr,,/wBrJGrTmUaGeJVPxAqJT2iZHQCA.jpg,/9NNY9oXn5rqk3VZDLQgTdBvwoHq.jpg
